creatorid,post_id,title,caption,likes,thumbnail_url,url,date_utc,typename,caption_hashtags,is_video
whatsmitafound,C1uxwg7Achm,,"Hey bestie! If you’re on the hunt for clean beauty in 2024, you’ll love what I found on @walmart . I’m all about eco-friendly beauty, and Walmart has some great picks. Plus, their big selection and affordable prices make it a win-win! Also, stay tuned for my highly requested lip combo I’ll be sharing on my stories! #walmartpartner #walmartbeauty #cleanbeauty #liketkit @shop.ltk https://liketk.it/4s5W7",789,posts/whatsmitafound\2024-01-05_19-49-13_UTC_1.jpg,posts/whatsmitafound\2024-01-05_19-49-13_UTC_1.jpg,2024-01-05 19:49:13,GraphSidecar,"['walmartpartner', 'walmartbeauty', 'cleanbeauty', 'liketkit']",False
whatsmitafound,C1qQjlUgxn4,,"To shop: comment “ LINK” below, and I will DM you the deets! I was shook when I touched this @target pullover it looks and feels so soft but a fraction of the cost. And it comes in some beautiful spring colors! I’m wearing size medium in the white and size large in the lime to give some reference of fit! #targetfinds  #targetfashion #targetmom #targetdeals",2413,posts/whatsmitafound\2024-01-04_01-42-42_UTC.jpg,posts/whatsmitafound\2024-01-04_01-42-42_UTC.mp4,2024-01-04 01:42:42,GraphVideo,"['targetfinds', 'targetfashion', 'targetmom', 'targetdeals']",True
whatsmitafound,C1npxNIAQgP,,Who can relate 🙋🏽‍♀️🙋🏽‍♀️😩 let’s save but let’s live!,1910,posts/whatsmitafound\2024-01-03_01-24-49_UTC.jpg,posts/whatsmitafound\2024-01-03_01-24-49_UTC.mp4,2024-01-03 01:24:49,GraphVideo,[],True
whatsmitafound,C1lJWZCgTIG,,To shop: comment “ LINK” below and check your DM. The perfect Valentine’s Day dress! Comes in more colors. I’m wearing size medium for reference. @target @targetstyle #targetfashion #targetstyle #targetfinds #valentinedaydress #datenightoutfit,4846,posts/whatsmitafound\2024-01-02_02-03-30_UTC.jpg,posts/whatsmitafound\2024-01-02_02-03-30_UTC.mp4,2024-01-02 02:03:30,GraphVideo,"['targetfashion', 'targetstyle', 'targetfinds', 'valentinedaydress', 'datenightoutfit']",True
whatsmitafound,C1daGNJgf2U,,"$19 puffer jacket! To shop: comment “ LINK” below and then check your DM. This @walmartfashion cropped faux leather puffer jacket is vibes to a high-end one, but so much more affordable. Comes in white as well. I’m wearing size medium for a reference. #walmartfinds #walmartstyle #walmartfashion #pufferjacket",13210,posts/whatsmitafound\2023-12-30_01-58-01_UTC.jpg,posts/whatsmitafound\2023-12-30_01-58-01_UTC.mp4,2023-12-30 01:58:01,GraphVideo,"['walmartfinds', 'walmartstyle', 'walmartfashion', 'pufferjacket']",True
whatsmitafound,C1a0ZajguZ4,,"Amazon dress ! To shop: comment “LINK” below for this designer vibes  dress! Comes in more colors. I’m wearing size medium for reference. 
#midsizestyle #amazonfashion #amazondress #styleover40 Amazon party dress or date night outfit look",4202,posts/whatsmitafound\2023-12-29_01-47-52_UTC.jpg,posts/whatsmitafound\2023-12-29_01-47-52_UTC.mp4,2023-12-29 01:47:52,GraphVideo,"['midsizestyle', 'amazonfashion', 'amazondress', 'styleover40']",True
whatsmitafound,C1YRTNTAN59,,"To shop: Comment “ LINK” for this Amazon look! Paired this slip dress with a mesh rhinestone top, and don’t forget to add a belt to cinch in the waist. Perfect for New Year’s, or just a party event! 

#styleover40 #amazonoutfit #amazonfinds #partydresses #momstyle",1018,posts/whatsmitafound\2023-12-28_02-02-26_UTC.jpg,posts/whatsmitafound\2023-12-28_02-02-26_UTC.mp4,2023-12-28 02:02:26,GraphVideo,"['styleover40', 'amazonoutfit', 'amazonfinds', 'partydresses', 'momstyle']",True
whatsmitafound,C1VsqvxgD5Z,,"To shop: comment “ LINK “  below and then check your DM. Two ways to style this @oldnavy( most is on sale!) denim mini skirt, pair with an oversized turtleneck sweater and some gold accessories or pair with a fitted sweater and some boots. #oldnavystyle #oldnavy #midiskirt",6735,posts/whatsmitafound\2023-12-27_02-03-53_UTC.jpg,posts/whatsmitafound\2023-12-27_02-03-53_UTC.mp4,2023-12-27 02:03:53,GraphVideo,"['oldnavystyle', 'oldnavy', 'midiskirt']",True
whatsmitafound,C1PqJINg7pU,,"Season 43, episode 1! Celebrating 43 years today and I have to say life just continues to get better.  Happy Christmas Eve!",6162,posts/whatsmitafound\2023-12-24_17-46-13_UTC_1.jpg,posts/whatsmitafound\2023-12-24_17-46-13_UTC_1.jpg,2023-12-24 17:46:13,GraphSidecar,[],False
whatsmitafound,C1GPfyJAWjk,,I’m telling you these sets from @target  for a third of the price! To Shop: comment “ LINK” and then check your DM for links #targetfinds #comfystyle #targetshopping #targetlove,16667,posts/whatsmitafound\2023-12-21_02-00-21_UTC.jpg,posts/whatsmitafound\2023-12-21_02-00-21_UTC.mp4,2023-12-21 02:00:21,GraphVideo,"['targetfinds', 'comfystyle', 'targetshopping', 'targetlove']",True
whatsmitafound,C1DlOeOga31,,"Who can relate? 🤪 Just risking lives out here 

#familyhumor #facebookmarketplace #comedyreels #affordabledeals",6109,posts/whatsmitafound\2023-12-20_01-12-31_UTC.jpg,posts/whatsmitafound\2023-12-20_01-12-31_UTC.mp4,2023-12-20 01:12:31,GraphVideo,"['familyhumor', 'facebookmarketplace', 'comedyreels', 'affordabledeals']",True
whatsmitafound,C1DVzPHgTKF,,Round up of the most popular @walmartfashion looks! Comment “link” below for any links to these looks. #walmartpartner #walmartfashion @walmart @shop.ltk #liketkit https://liketk.it/4r0BU,788,posts/whatsmitafound\2023-12-19_22-57-35_UTC_1.jpg,posts/whatsmitafound\2023-12-19_22-57-35_UTC_1.jpg,2023-12-19 22:57:35,GraphSidecar,"['walmartpartner', 'walmartfashion', 'liketkit']",False
whatsmitafound,C0-f48AgH_u,,"To shop: comment “ LINK” and then check your DM for these @walmartfashion looks! Also, the marble corset is on sale for only $11!! And the black skirt is on sale for $14! Grab quick #walmartpartner #walmartfashion #liketkit @shop.ltk #walmartoutfit #walmartstyle https://liketk.it/4qQWq",2028,posts/whatsmitafound\2023-12-18_01-52-39_UTC.jpg,posts/whatsmitafound\2023-12-18_01-52-39_UTC.mp4,2023-12-18 01:52:39,GraphVideo,"['walmartpartner', 'walmartfashion', 'liketkit', 'walmartoutfit', 'walmartstyle']",True
whatsmitafound,C076y0mgxQ9,,"To shop: comment “ LINK “ below and then check your DM. These @walmartfashion tulle bodysuits are on sale for only $18.99! Grab before they sell out #walmartpartner #walmartfashion @walmart @shop.ltk #liketkit https://liketk.it/4qMNA Walmart outfits, bodysuit outfits, date night outfits, size body shape, mom fashion",2269,posts/whatsmitafound\2023-12-17_01-49-49_UTC.jpg,posts/whatsmitafound\2023-12-17_01-49-49_UTC.mp4,2023-12-17 01:49:49,GraphVideo,"['walmartpartner', 'walmartfashion', 'liketkit']",True
whatsmitafound,C05XGSsOKwZ,,"Finally got some silver pants! 🙌🏾 To Shop: comment “ LINK “ and check your DM. 
@target @targetstyle #targetstyle #targetfinds #anewdaytargetbrand #targetfashion 

Target outfits, target fashion, silver outfits, midsize fashion, date night outfits",4128,posts/whatsmitafound\2023-12-16_01-56-46_UTC.jpg,posts/whatsmitafound\2023-12-16_01-56-46_UTC.mp4,2023-12-16 01:56:46,GraphVideo,"['targetstyle', 'targetfinds', 'anewdaytargetbrand', 'targetfashion']",True
whatsmitafound,C0xjH7IAj2a,,So excited to see our favorite the sodastream is on sale from @walmart! It’s the perfect gift idea too! We love pairing flavors with fruit ice! Link in my bio and in my stories #walmartpartner #liketkit @shop.ltk https://liketk.it/4qt6U,1678,posts/whatsmitafound\2023-12-13_01-09-33_UTC.jpg,posts/whatsmitafound\2023-12-13_01-09-33_UTC.mp4,2023-12-13 01:09:33,GraphVideo,"['walmartpartner', 'liketkit']",True
whatsmitafound,C0vE2Ktg8uL,,To shop: comment link below and then check your DM. If there’s one thing you should grab during these sales it is this inspired @walmartfashion blazer on sale right now for 24.99!! It looks so high end! #walmartpartner #walmartfashion #iywyk #liketkit @walmart https://liketk.it/4qnFS @shop.ltk,4679,posts/whatsmitafound\2023-12-12_02-04-47_UTC.jpg,posts/whatsmitafound\2023-12-12_02-04-47_UTC.mp4,2023-12-12 02:04:47,GraphVideo,"['walmartpartner', 'walmartfashion', 'iywyk', 'liketkit']",True
whatsmitafound,C0nbxdKANjI,,ON SALE for $20!!! Comment “ link “ below and I’ll DM you details! I ordered everything with free shipping ( no order minimum) through my Walmart+ membership (see Walmart+ Terms and Conditions) #walmartpartner #walmartplus my Walmart+ membership is so many benefits like free delivery from the store ($35 order minimum) and fuel benefits! @shop.LTK @walmart @walmartfashion https://liketk.it/4pSZy,1831,posts/whatsmitafound\2023-12-09_02-52-11_UTC.jpg,posts/whatsmitafound\2023-12-09_02-52-11_UTC.mp4,2023-12-09 02:52:11,GraphVideo,"['walmartpartner', 'walmartplus']",True
whatsmitafound,C0mRXHDAStR,,"To shop: comment “ LINK” below for this Amazon look! #amazonfallfashion #amazonfashion 

Amazon outfits, corset top, affordable fashion, midsize style",2879,posts/whatsmitafound\2023-12-08_16-01-12_UTC.jpg,posts/whatsmitafound\2023-12-08_16-01-12_UTC.mp4,2023-12-08 16:01:12,GraphVideo,"['amazonfallfashion', 'amazonfashion']",True
whatsmitafound,C0kxsyZAqPy,,"To shop: comment “ LINK “ for these @target looks! #targetstyle #targetfinds @targetstyle 

Holiday outfit inspired, Christmas party outfits, target outfit ideas, target dresses",3644,posts/whatsmitafound\2023-12-08_02-05-07_UTC.jpg,posts/whatsmitafound\2023-12-08_02-05-07_UTC.mp4,2023-12-08 02:05:07,GraphVideo,"['targetstyle', 'targetfinds']",True
mkbhd,C3qDbadrrvn,,"MKBHD x Ridge

Been working on this for months! I’m joining Ridge as chief creative partner and joining the board.

Honestly they’re the perfect partner to start making actual products. Big and experienced enough to have the manufacturing expertise to turn ideas into reality BUT not too big that they’re unwilling to listen and be nimble. I have a lot of product ideas, and together we’re going to actually make them happen

Also on this crazy journey as a creator I’ve been lucky enough to open doors along the way, and this feels like a great signal for future creators to be able to do the same.

Welcome to the beginning of the next era of everyday carry. Stay tuned 👀 
@ridgewallet",132145,posts/mkbhd\2024-02-22_16-50-12_UTC.jpg,posts/mkbhd\2024-02-22_16-50-12_UTC.jpg,2024-02-22 16:50:12,GraphImage,[],False
mkbhd,C3ifVLPLMLW,,"So Wilson made a $2500 airless basketball from 3D printing techniques. Usually my beef with 3D printing is it offers no real benefit over other manufacturing techniques other than cost… and that’s still true here lol but this is still pretty impressive. It won’t be replacing a leather ball anytime soon, but honestly a pretty damn cool idea",1137679,posts/mkbhd\2024-02-19_18-20-31_UTC.jpg,posts/mkbhd\2024-02-19_18-20-31_UTC.mp4,2024-02-19 18:20:31,GraphVideo,[],True
mkbhd,C3TLeE2vCjS,,Every single smartwatch on earth should have “snow shoveling” as a workout type and I don’t know a soul in the northeast that would disagree,55500,posts/mkbhd\2024-02-13_19-37-57_UTC.jpg,posts/mkbhd\2024-02-13_19-37-57_UTC.jpg,2024-02-13 19:37:57,GraphImage,[],False
mkbhd,C3JK7wyr3L7,,A useful hidden feature of Vision Pro… Travel Mode. It works best on airplanes ✈️,219571,posts/mkbhd\2024-02-09_22-21-27_UTC.jpg,posts/mkbhd\2024-02-09_22-21-27_UTC.mp4,2024-02-09 22:21:27,GraphVideo,[],True
mkbhd,C3A2u5Gu_x1,,"I know nobody asked, but two people on Vision Pro in the same room can Facetime each other and overlay their personas on top of the actual person... Ok carry on",146874,posts/mkbhd\2024-02-06_16-50-25_UTC_1.jpg,posts/mkbhd\2024-02-06_16-50-25_UTC_1.jpg,2024-02-06 16:50:25,GraphSidecar,[],False
mkbhd,C279f-7OcD_,,In case you’re having a bad day,183658,posts/mkbhd\2024-02-04_19-13-47_UTC.jpg,posts/mkbhd\2024-02-04_19-13-47_UTC.mp4,2024-02-04 19:13:47,GraphVideo,[],True
mkbhd,C2upDC4r_3C,,Here’s everything that comes in the $3499 Apple Vision Pro box,511754,posts/mkbhd\2024-01-30_15-05-03_UTC.jpg,posts/mkbhd\2024-01-30_15-05-03_UTC.mp4,2024-01-30 15:05:03,GraphVideo,[],True
mkbhd,C2uoMt3LI6P,,Apple Vision Pro. Would you walk around wearing this?,126034,posts/mkbhd\2024-01-30_14-57-05_UTC.jpg,posts/mkbhd\2024-01-30_14-57-05_UTC.jpg,2024-01-30 14:57:05,GraphImage,[],False
mkbhd,C2uh9SZrfEY,,Been using Apple Vision Pro for almost a week now. AMA,194077,posts/mkbhd\2024-01-30_14-02-33_UTC_1.jpg,posts/mkbhd\2024-01-30_14-02-33_UTC_1.jpg,2024-01-30 14:02:33,GraphSidecar,[],False
mkbhd,C2TPg0ur0Zg,,"Look I know you weren’t wondering, but... somebody had to do it. I walked 1000 steps with all my smartwatches on to see which was most accurate.

The results:
Apple Watch Ultra: 955
Garmin Fenix 7: 964
Samsung Galaxy Watch: 994
Google Pixel Watch: 998
Cheap pedometer: 1168(??!!)",391295,posts/mkbhd\2024-01-19_23-42-17_UTC.jpg,posts/mkbhd\2024-01-19_23-42-17_UTC.mp4,2024-01-19 23:42:17,GraphVideo,[],True
